Id,SalePrice
1875,223385.34
1876,192065.75
1877,217875.12
1878,184986.28
1879,136635.03
1880,136417.62
1881,232226.88
1882,256401.16
1883,203064.17
1884,211171.42
1885,269707.3
1886,298719.75
1887,202618.06
1888,281649.7
1889,153761.22
1890,136716.56
1891,141149.6
1892,109127.91
1893,130224.42
1894,128429.79
1895,136303.44
1896,124968.945
1897,108876.27
1898,103903.45
1899,145480.95
1900,149994.67
1901,167771.02
1902,126253.98
1903,195545.12
1904,149998.55
1905,196442.78
1906,176735.81
1907,214737.27
1908,112400.82
1909,132449.81
1910,125056.336
1911,212073.5
1912,254581.2
1913,136996.89
1914,71913.15
1915,280586.78
1916,58093.168
1917,268175.8
1918,140060.05
1919,167715.12
1920,153478.44
1921,397692.38
1922,315881.94
1923,211022.16
1924,201357.19
1925,206310.6
1926,384200.44
1927,134006.34
1928,165197.27
1929,129203.95
1930,135863.36
1931,142369.33
1932,147261.44
1933,167106.56
1934,180782.62
1935,174704.28
1936,188316.42
1937,183707.44
1938,163317.6
1939,238645.39
1940,202390.84
1941,174709.16
1942,186769.94
1943,192561.16
1944,310577.44
1945,389857.3
1946,151110.44
1947,314231.03
1948,129398.484
1949,203194.3
1950,177540.44
1951,249130.94
1952,222215.27
1953,165248.12
1954,198327.78
1955,140057.56
1956,282079.2
1957,148293.67
1958,321221.1
1959,145491.77
1960,115754.18
1961,122727.195
1962,92660.914
1963,96452.56
1964,112073.47
1965,148359.8
1966,153129.94
1967,288148.84
1968,453755.44
1969,383716.66
1970,457527.56
1971,491220.84
1972,373169.97
1973,279900.1
1974,313875.94
1975,472657.0
1976,274829.47
1977,366153.53
1978,404547.66
1979,333284.0
1980,196837.38
1981,348658.9
1982,238997.69
1983,219006.78
1984,167406.66
1985,222796.23
1986,233834.34
1987,181604.36
1988,175060.03
1989,198344.0
1990,226339.42
1991,251124.89
1992,215102.22
1993,164968.97
1994,251633.98
1995,180017.08
1996,244043.6
1997,293969.25
1998,347057.6
1999,248856.05
2000,318388.12
2001,261163.45
2002,235474.22
2003,243806.86
2004,267598.47
2005,224046.86
2006,240366.64
2007,258411.53
2008,219187.6
2009,191325.39
2010,194310.17
2011,146320.3
2012,180130.47
2013,184341.77
2014,186854.05
2015,201283.38
2016,193810.42
2017,204667.19
2018,127472.56
2019,140904.55
2020,116796.53
2021,114246.04
2022,183571.4
2023,154330.2
2024,233293.69
2025,387692.4
2026,177471.4
2027,151861.69
2028,153585.75
2029,178807.55
2030,286710.53
2031,254706.89
2032,270773.56
2033,272474.56
2034,158990.9
2035,220627.92
2036,212505.69
2037,224766.97
2038,301453.9
2039,233923.36
2040,411800.9
2041,276815.5
2042,213529.11
2043,167983.55
2044,149277.84
2045,185448.3
2046,141803.56
2047,153062.84
2048,138086.56
2049,131869.75
2050,185698.97
2051,106844.17
2052,134543.42
2053,144984.33
2054,84517.75
2055,152650.67
2056,139405.0
2057,123120.03
2058,235194.36
2059,113220.35
2060,167513.78
2061,185880.33
2062,133876.42
2063,114404.11
2064,137689.4
2065,118205.695
2066,183300.88
2067,111657.61
2068,132481.4
2069,92974.336
2070,111159.99
2071,91347.01
2072,138481.66
2073,140340.02
2074,187059.06
2075,151090.38
2076,127922.82
2077,146626.03
2078,126713.58
2079,136028.66
2080,122672.37
2081,123819.05
2082,140411.19
2083,143275.47
2084,117941.16
2085,126624.06
2086,125381.54
2087,127940.57
2088,112546.04
2089,76957.01
2090,128408.2
2091,129877.195
2092,151627.16
2093,134804.62
2094,123915.53
2095,149229.22
2096,78835.555
2097,94830.39
2098,142546.67
2099,70644.086
2100,95972.74
2101,133340.08
2102,133363.55
2103,99988.305
2104,149356.16
2105,127375.42
2106,75405.72
2107,234343.45
2108,118752.71
2109,122546.086
2110,128720.54
2111,141719.77
2112,135164.7
2113,120079.24
2114,105521.04
2115,153656.3
2116,117923.305
2117,160341.64
2118,121179.9
2119,104148.43
2120,114025.055
2121,106994.234
2122,99799.914
2123,81054.24
2124,180184.97
2125,140861.77
2126,178653.7
2127,159066.3
2128,130091.5
2129,101587.53
2130,142759.31
2131,144861.45
2132,122429.625
2133,119033.65
2134,114880.47
2135,94553.89
2136,78504.34
2137,116513.61
2138,136737.67
2139,151523.77
2140,138538.0
2141,142186.3
2142,129194.59
2143,146328.1
2144,112042.13
2145,140085.86
2146,158079.16
2147,168002.48
2148,125216.94
2149,136232.66
2150,237736.1
2151,118368.12
2152,190498.23
2153,157406.94
2154,113759.97
2155,140260.4
2156,239770.11
2157,231004.9
2158,235793.19
2159,208916.22
2160,162862.97
2161,251791.55
2162,444654.16
2163,326804.53
2164,255643.95
2165,193560.9
2166,149440.58
2167,218032.89
2168,203527.19
2169,193250.22
2170,222549.52
2171,153079.06
2172,136552.33
2173,175328.28
2174,232686.22
2175,311190.88
2176,315474.72
2177,244297.83
2178,222044.77
2179,141181.69
2180,219833.44
2181,188352.0
2182,223211.52
2183,198260.89
2184,128663.07
2185,119720.7
2186,143522.5
2187,141752.08
2188,153662.28
2189,205414.6
2190,98313.49
2191,110528.18
2192,100676.34
2193,85045.734
2194,99382.984
2195,111432.82
2196,116535.38
2197,117617.734
2198,155684.73
2199,167136.02
2200,148666.83
2201,136695.58
2202,214597.45
2203,169755.16
2204,187693.86
2205,112178.22
2206,145266.06
2207,229583.48
2208,253023.31
2209,215214.78
2210,118613.79
2211,113186.31
2212,111653.17
2213,108778.58
2214,136728.95
2215,96328.195
2216,142141.86
2217,80497.164
2218,97065.195
2219,83523.84
2220,74439.23
2221,278531.8
2222,237364.02
2223,271298.4
2224,220650.69
2225,151661.92
2226,197179.19
2227,194661.11
2228,273017.75
2229,251492.56
2230,157589.92
2231,212015.12
2232,161045.0
2233,177433.3
2234,254914.67
2235,210097.8
2236,274276.66
2237,357093.62
2238,203549.53
2239,129266.3
2240,158496.19
2241,164867.34
2242,129928.03
2243,112161.734
2244,100525.41
2245,95891.44
2246,143421.86
2247,100037.61
2248,128144.57
2249,126781.78
2250,136120.31
2251,122416.68
2252,171357.6
2253,146895.8
2254,179039.12
2255,198004.36
2256,187260.23
2257,205711.61
2258,165479.88
2259,181059.66
2260,160026.31
2261,197931.31
2262,205869.44
2263,338341.1
2264,327398.66
2265,174482.28
2266,281556.75
2267,356994.03
2268,387058.16
2269,159524.81
2270,183173.83
2271,196567.16
2272,199357.9
2273,162807.97
2274,178323.23
2275,171142.14
2276,177617.42
2277,182384.42
2278,155183.25
2279,125866.11
2280,118026.91
2281,170847.23
2282,175074.48
2283,92038.7
2284,105971.04
2285,147188.34
2286,126893.375
2287,343446.53
2288,295416.7
2289,426074.25
2290,438319.8
2291,317910.8
2292,398414.66
2293,479931.38
2294,439377.44
2295,492485.03
2296,289945.3
2297,315039.3
2298,284782.28
2299,461785.3
2300,325858.06
2301,258178.8
2302,234957.1
2303,243953.19
2304,242738.94
2305,181405.52
2306,181374.56
2307,195607.14
2308,217617.7
2309,276882.12
2310,220108.95
2311,198915.06
2312,177806.75
2313,174226.89
2314,172803.36
2315,174817.9
2316,177840.45
2317,180289.33
2318,174747.19
2319,174026.84
2320,203162.72
2321,262349.16
2322,168698.14
2323,187664.53
2324,148186.3
2325,202465.34
2326,153931.98
2327,225510.16
2328,233440.27
2329,183978.45
2330,181877.55
2331,368579.8
2332,432147.1
2333,313472.56
2334,243708.16
2335,249804.19
2336,335092.0
2337,222664.22
2338,287208.38
2339,218960.58
2340,405577.53
2341,214588.42
2342,236633.03
2343,223977.92
2344,209596.84
2345,236766.75
2346,223601.19
2347,217509.81
2348,233083.69
2349,170413.62
2350,264347.38
2351,242490.22
2352,245172.4
2353,251168.03
2354,144684.4
2355,139744.95
2356,149649.31
2357,196712.34
2358,197602.77
2359,126336.07
2360,122307.35
2361,138243.42
2362,272634.38
2363,136547.62
2364,162328.08
2365,231029.02
2366,209026.78
2367,238061.52
2368,213349.19
2369,230979.42
2370,173676.1
2371,176543.34
2372,191227.8
2373,269901.75
2374,282461.78
2375,258780.77
2376,244519.23
2377,343573.88
2378,143214.08
2379,196943.89
2380,145906.05
2381,161090.0
2382,190274.77
2383,171592.86
2384,241346.31
2385,158066.34
2386,134855.72
2387,136304.72
2388,119912.26
2389,132977.81
2390,139988.61
2391,140959.42
2392,118849.38
2393,167752.5
2394,136505.08
2395,210856.08
2396,141747.94
2397,219667.5
2398,128101.42
2399,81123.49
2400,65366.652
2401,121985.914
2402,140194.12
2403,133216.86
2404,149611.12
2405,159933.27
2406,138204.11
2407,126742.38
2408,135808.3
2409,125321.39
2410,171581.31
2411,120231.61
2412,151145.52
2413,135364.12
2414,143998.6
2415,129867.33
2416,130510.61
2417,132211.88
2418,128516.7
2419,124611.93
2420,128644.27
2421,148509.03
2422,121545.93
2423,135045.34
2424,158218.47
2425,369148.12
2426,115585.32
2427,132783.72
2428,176417.81
2429,117326.484
2430,129898.01
2431,107203.516
2432,138388.19
2433,144864.9
2434,135070.4
2435,150130.61
2436,105332.555
2437,114004.91
2438,126516.98
2439,111722.805
2440,124500.07
2441,105344.734
2442,100681.17
2443,117181.58
2444,127241.71
2445,84123.73
2446,125916.05
2447,202618.36
2448,135640.27
2449,119069.05
2450,156046.05
2451,140794.88
2452,192982.17
2453,96859.016
2454,134838.6
2455,112193.9
2456,128988.27
2457,127154.49
2458,105807.69
2459,104233.75
2460,137214.47
2461,116570.92
2462,134967.03
2463,118851.41
2464,176010.44
2465,136715.34
2466,121120.09
2467,145151.27
2468,82185.875
2469,78350.766
2470,184695.23
2471,215330.39
2472,170134.14
2473,111921.625
2474,98824.445
2475,234356.11
2476,117224.15
2477,128906.56
2478,162637.02
2479,102436.67
2480,143133.77
2481,111006.836
2482,132048.28
2483,116633.29
2484,127214.92
2485,125565.22
2486,154231.72
2487,182590.36
2488,146467.47
2489,155079.92
2490,152229.6
2491,83787.67
2492,183883.77
2493,156861.53
2494,165750.67
2495,112442.74
2496,234003.06
2497,140129.1
2498,115668.94
2499,97227.766
2500,124086.805
2501,134500.53
2502,145203.4
2503,102186.65
2504,201746.34
2505,220484.78
2506,275123.72
2507,307502.38
2508,274546.0
2509,209473.77
2510,228654.53
2511,180561.98
2512,211025.31
2513,212261.33
2514,249732.72
2515,149657.81
2516,160244.06
2517,140735.27
2518,142009.77
2519,226869.9
2520,217671.9
2521,188776.2
2522,227328.95
2523,128530.05
2524,130899.11
2525,145896.69
2526,133905.4
2527,107028.41
2528,130787.67
2529,131461.14
2530,116833.375
2531,240921.62
2532,226925.34
2533,206819.83
2534,233102.77
2535,312528.97
2536,240949.58
2537,246625.5
2538,180443.9
2539,186399.94
2540,172782.7
2541,182098.19
2542,164497.22
2543,127006.83
2544,125833.484
2545,126383.734
2546,134963.56
2547,137407.66
2548,165340.92
2549,154626.66
2550,227841.64
2551,141443.17
2552,130446.62
2553,93751.57
2554,114252.25
2555,119621.88
2556,109571.07
2557,108074.63
2558,149484.61
2559,133743.62
2560,143684.58
2561,133125.0
2562,133931.62
2563,153131.48
2564,182917.47
2565,145462.19
2566,167407.73
2567,130202.31
2568,195114.56
2569,193961.17
2570,118348.82
2571,172309.38
2572,188155.77
2573,225887.53
2574,269890.97
2575,122338.945
2576,130143.38
2577,176439.84
2578,92560.36
2579,59306.05
2580,139483.92
2581,127202.55
2582,114554.555
2583,264350.7
2584,161950.14
2585,180085.22
2586,211756.78
2587,214976.19
2588,149687.66
2589,146531.0
2590,217887.25
2591,213746.05
2592,206373.8
2593,231991.3
2594,174108.61
2595,208778.48
2596,339717.28
2597,165171.64
2598,257833.23
2599,278062.1
2600,181831.77
2601,140228.72
2602,82680.125
2603,87787.17
2604,87953.67
2605,81206.65
2606,148031.23
2607,179981.03
2608,220448.9
2609,165330.45
2610,118146.96
2611,152864.8
2612,158895.05
2613,131126.86
2614,129612.16
2615,150842.64
2616,140237.34
2617,194061.06
2618,172762.17
2619,199031.11
2620,187662.72
2621,183548.3
2622,192636.23
2623,248136.33
2624,288678.94
2625,300900.34
2626,167995.2
2627,176715.0
2628,425497.22
2629,593015.9
2630,346474.8
2631,498131.8
2632,431178.47
2633,312086.4
2634,378470.8
2635,153409.25
2636,176798.9
2637,165523.58
2638,259402.78
2639,185778.86
2640,151887.75
2641,100165.34
2642,200252.12
2643,105372.67
2644,127157.1
2645,92843.984
2646,87740.85
2647,93308.58
2648,139591.27
2649,145083.39
2650,144640.56
2651,147333.42
2652,484651.72
2653,234865.11
2654,262316.53
2655,375838.5
2656,322150.16
2657,322137.4
2658,273478.88
2659,314569.3
2660,362665.44
2661,342584.84
2662,331699.25
2663,284386.28
2664,262705.72
2665,331507.3
2666,272176.38
2667,167179.3
2668,182944.31
2669,171523.75
2670,302071.97
2671,183046.95
2672,176976.4
2673,221815.02
2674,213040.94
2675,160342.5
2676,185287.98
2677,196975.11
2678,244505.67
2679,290662.44
2680,277598.12
2681,415290.9
2682,375980.16
2683,560991.1
2684,313768.0
2685,390426.62
2686,260796.73
2687,326853.16
2688,227160.47
2689,214720.31
2690,519186.8
2691,196576.9
2692,138802.38
2693,197202.66
2694,126178.83
2695,186305.98
2696,183303.88
2697,197798.88
2698,191952.02
2699,169271.98
2700,160100.62
2701,154967.48
2702,113908.586
2703,147035.77
2704,149193.55
2705,123460.64
2706,122860.79
2707,129123.04
2708,136682.2
2709,114756.43
2710,127308.805
2711,247626.55
2712,399174.1
2713,164207.23
2714,155914.61
2715,175745.73
2716,148370.44
2717,188431.02
2718,225224.08
2719,156834.73
2720,150886.45
2721,136295.08
2722,163228.12
2723,145579.31
2724,126998.5
2725,130659.73
2726,145563.06
2727,176327.12
2728,165622.39
2729,154868.6
2730,142075.19
2731,121538.68
2732,126435.43
2733,175413.1
2734,135561.38
2735,138069.69
2736,141946.84
2737,124152.9
2738,134307.78
2739,160754.23
2740,138669.12
2741,149097.45
2742,153314.77
2743,151412.39
2744,155829.66
2745,132513.64
2746,134540.1
2747,148040.4
2748,126592.68
2749,128821.64
2750,129446.1
2751,136121.33
2752,223167.56
2753,152378.02
2754,226909.25
2755,131725.25
2756,90720.49
2757,73943.055
2758,83325.65
2759,154548.53
2760,138042.05
2761,147292.17
2762,150976.38
2763,196108.72
2764,164621.03
2765,290274.75
2766,140157.58
2767,85437.516
2768,138179.1
2769,113513.51
2770,152436.36
2771,122278.83
2772,120532.5
2773,143929.86
2774,135379.16
2775,124698.766
2776,132923.53
2777,143826.05
2778,114982.625
2779,113269.49
2780,98327.86
2781,95124.734
2782,96816.27
2783,111903.125
2784,126933.94
2785,137742.7
2786,70173.65
2787,118240.4
2788,76638.38
2789,189645.47
2790,97315.06
2791,117135.88
2792,69575.08
2793,180477.73
2794,102994.34
2795,120649.54
2796,100899.86
2797,193879.69
2798,126151.18
2799,121630.54
2800,64426.605
2801,106002.77
2802,128253.46
2803,159466.34
2804,161200.05
2805,97831.67
2806,72770.23
2807,150437.22
2808,147324.11
2809,134530.7
2810,129351.06
2811,164107.1
2812,145526.02
2813,142784.6
2814,143561.17
2815,109495.95
2816,247406.27
2817,153146.27
2818,130312.055
2819,162754.17
2820,136476.34
2821,108392.74
2822,187086.72
2823,330549.25
2824,166974.67
2825,161300.02
2826,125652.984
2827,135516.7
2828,202441.84
2829,181968.5
2830,246914.64
2831,188010.92
2832,234948.1
2833,278765.1
2834,212633.17
2835,208289.64
2836,190486.1
2837,161493.2
2838,141672.67
2839,180074.4
2840,208148.98
2841,209374.34
2842,231582.97
2843,145403.34
2844,155265.77
2845,123100.08
2846,213547.33
2847,203223.11
2848,214717.92
2849,211271.25
2850,295960.8
2851,244913.7
2852,246341.12
2853,233753.94
2854,138934.94
2855,199309.2
2856,217332.98
2857,189288.7
2858,196049.23
2859,136792.61
2860,124901.06
2861,120726.734
2862,200722.42
2863,130686.82
2864,251631.95
2865,141092.77
2866,133873.03
2867,103099.88
2868,115073.33
2869,118352.64
2870,143258.08
2871,100417.28
2872,58959.066
2873,111436.43
2874,134429.0
2875,110798.38
2876,161331.03
2877,138846.1
2878,174147.5
2879,136140.45
2880,103078.27
2881,165717.36
2882,164581.27
2883,178954.8
2884,184780.61
2885,207935.9
2886,216176.88
2887,102926.99
2888,125668.555
2889,59628.285
2890,81776.34
2891,130564.164
2892,57203.73
2893,104784.71
2894,65215.25
2895,298310.88
2896,266196.5
2897,197611.84
2898,145367.23
2899,220375.12
2900,155437.39
2901,210435.19
2902,182692.02
2903,368074.88
2904,365926.1
2905,105556.34
2906,198323.23
2907,114988.15
2908,132119.94
2909,139589.0
2910,85515.85
2911,82573.98
2912,151931.1
2913,86146.164
2914,80583.49
2915,84459.13
2916,83601.21
2917,160894.12
2918,121754.09
2919,238987.53
